size,cores,time
10000,1,1.035587
10000,1,1.038372
10000,1,1.038819
10000,1,1.036897
10000,1,1.038197
14142,2,1.043110
14142,2,1.044772
14142,2,1.043352
14142,2,1.044429
14142,2,1.045413
17321,3,1.053894
17321,3,1.046296
17321,3,1.046535
17321,3,1.058302
17321,3,1.064359
20000,4,1.072259
20000,4,1.121567
20000,4,1.052584
20000,4,1.065821
20000,4,1.060036
22361,5,1.072364
22361,5,1.058662
22361,5,1.063030
22361,5,1.076759
22361,5,1.064047
24496,6,1.134349
24496,6,1.063971
24496,6,1.066160
24496,6,1.114636
24496,6,1.071127
26458,7,1.071858
26458,7,1.070976
26458,7,1.107391
26458,7,1.140667
26458,7,1.081736
28284,8,1.110281
28284,8,1.080149
28284,8,1.105049
28284,8,1.088962
28284,8,1.077537
30000,9,1.085151
30000,9,1.067417
30000,9,1.300005
30000,9,1.078258
30000,9,1.074401
